month,region,item,total_issued
2021 Nov,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,1896
2021 Dec,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,1338
2022 Jan,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,0
2022 Feb,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,381
2022 Mar,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,642
2022 Apr,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,300
2022 May,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,831
2022 Jun,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,3082
2022 Jul,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,0
2022 Aug,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,3443
2022 Sep,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,540
2022 Oct,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,630
2022 Nov,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,1278
2022 Dec,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,160
2023 Jan,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,2190
2023 Feb,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,215
2023 Mar,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,861
2023 Apr,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,1260
2023 May,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,105
2017 Aug,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,6
2017 Sep,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,26
2017 Oct,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,9
2017 Nov,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,10
2017 Dec,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,50
2018 Jan,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,3
2018 Feb,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,0
2018 Mar,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,0
2018 Apr,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,70
2018 May,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,2
2018 Jun,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,350
2018 Jul,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,0
2018 Aug,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,50
2018 Sep,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,0
2018 Oct,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,0
2018 Nov,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,0
2018 Dec,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,590
2019 Jan,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,0
2019 Feb,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,0
2019 Mar,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,0
2019 Apr,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,12
2019 May,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,0
2019 Jun,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,8
2019 Jul,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,0
2019 Aug,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,0
2019 Sep,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,0
2019 Oct,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,3
2019 Nov,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,0
2019 Dec,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,0
2020 Jan,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,1
2020 Feb,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,0
2020 Mar,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,0
2020 Apr,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,12
2020 May,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,1
2020 Jun,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,3
2020 Jul,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,19
2020 Aug,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,0
2020 Sep,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,13
2020 Oct,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,34
2020 Nov,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,0
2020 Dec,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,0
2021 Jan,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,5
2021 Feb,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,32
2021 Mar,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,0
2021 Apr,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,18
2021 May,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,0
2021 Jun,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,48
2021 Jul,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,0
2021 Aug,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,46
2021 Sep,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,13
2021 Oct,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,93
2021 Nov,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,11
2021 Dec,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,77
2022 Jan,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,10
2022 Feb,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,80
2022 Mar,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,13
2022 Apr,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,90
2022 May,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,11
2022 Jun,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,97
2022 Jul,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,0
2022 Aug,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,79
2022 Sep,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,305
2022 Oct,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,570
2022 Nov,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,15
2022 Dec,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,2
2023 Jan,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,64
2023 Feb,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,10
2023 Mar,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,507
2023 Apr,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,65
2023 May,Dire Dawa,Magnesium Sulphate - 50% in 10ml Ampoule - Injection,34
2017 Sep,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),1463
2017 Oct,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),1282
2017 Nov,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),493
2017 Dec,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2018 Jan,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),1209
2018 Feb,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2018 Mar,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),1592
2018 Apr,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),1449
2018 May,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),10
2018 Jun,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),1894
2018 Jul,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2018 Aug,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),1091
2018 Sep,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),260
2018 Oct,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),1370
2018 Nov,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),250
2018 Dec,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),70
2019 Jan,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),2180
2019 Feb,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),209
2019 Mar,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2019 Apr,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),780
2019 May,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),1762
2019 Jun,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),60
2019 Jul,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),295
2019 Aug,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),330
2019 Sep,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),2304
2019 Oct,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),200
2019 Nov,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),2660
2019 Dec,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2020 Jan,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),1092
2020 Feb,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),60
2020 Mar,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),1449
2020 Apr,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),2471
2020 May,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),1048
2020 Jun,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),644
2020 Jul,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),196
2020 Aug,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2020 Sep,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2020 Oct,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2020 Nov,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2020 Dec,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2021 Jan,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2021 Feb,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2021 Mar,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2021 Apr,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2021 May,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2021 Jun,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2021 Jul,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2021 Aug,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),676
2021 Sep,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),374
2021 Oct,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),1092
2021 Nov,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),1288
2021 Dec,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),1060
2022 Jan,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2022 Feb,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2022 Mar,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2022 Apr,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),1050
2022 May,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),2340
2022 Jun,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),2155
2022 Jul,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2022 Aug,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),1970
2022 Sep,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),700
2022 Oct,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),1900
2022 Nov,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),1300
2022 Dec,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),0
2023 Jan,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),1500
2023 Feb,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),800
2023 Mar,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),2700
2023 Apr,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),700
2023 May,Dire Dawa,Medroxyprogesterone Acetate 150mg/ml in 1ml vial (2ml),300
2017 Oct,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,18
2017 Nov,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,2
2017 Dec,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,22
2018 Jan,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,0
2018 Feb,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,1
2018 Mar,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,16
2018 Apr,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,12
2018 May,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,0
2018 Jun,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,12
2018 Jul,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,1
2018 Aug,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,8
2018 Sep,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,0
2018 Oct,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,7
2018 Nov,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,0
2018 Dec,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,0
2019 Jan,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,7
2019 Feb,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,2
2019 Mar,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,0
2019 Apr,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,5
2019 May,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,1004
2019 Jun,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,1002
2019 Jul,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,2000
2019 Aug,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,12000
2019 Sep,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,11000
2019 Oct,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,8800
2019 Nov,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,8000
2019 Dec,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,1600
2020 Jan,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,17200
2020 Feb,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,1600
2020 Mar,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,6400
2020 Apr,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,8800
2020 May,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,5600
2020 Jun,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,5400
2020 Jul,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,8200
2020 Aug,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,6300
2020 Sep,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,0
2020 Oct,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,13600
2020 Nov,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,0
2020 Dec,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,0
2021 Jan,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,1
2021 Feb,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,0
2021 Mar,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,0
2021 Apr,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,10510
2021 May,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,500
2021 Jun,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,19800
2021 Jul,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,300
2021 Aug,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,7400
2021 Sep,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,7800
2021 Oct,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,8700
2021 Nov,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,1643
2021 Dec,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,0
2022 Jan,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,0
2022 Feb,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,1800
2022 Mar,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,800
2022 Apr,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,0
2022 May,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,0
2022 Jun,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,0
2022 Jul,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,0
2022 Aug,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,0
2022 Sep,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,0
2022 Oct,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,0
2022 Nov,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,0
2022 Dec,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,0
2023 Jan,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,0
2023 Feb,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,0
2023 Mar,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,0
2023 Apr,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,500
2023 May,Dire Dawa,Oral Rehydration Salt - 20.5g/lit - Powder,4192
2017 Sep,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,241
2017 Oct,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,106
2017 Nov,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,448
2017 Dec,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,0
2018 Jan,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,5
2018 Feb,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,0
2018 Mar,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,0
2018 Apr,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,5
2018 May,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,200
2018 Jun,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,630
2018 Jul,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,0
2018 Aug,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,293
2018 Sep,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,0
2018 Oct,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,0
2018 Nov,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,0
2018 Dec,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,0
2019 Jan,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,10
2019 Feb,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,367
2019 Mar,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,0
2019 Apr,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,5
2019 May,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,231
2019 Jun,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,106
2019 Jul,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,88
2019 Aug,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,50
2019 Sep,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,98
2019 Oct,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,5
2019 Nov,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,0
2019 Dec,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,135
2020 Jan,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,57
2020 Feb,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,0
2020 Mar,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,0
2020 Apr,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,6
2020 May,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,101
2020 Jun,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,3
2020 Jul,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,35
2020 Aug,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,4
2020 Sep,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,0
2020 Oct,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,27
2020 Nov,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,4
2020 Dec,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,102
2021 Jan,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,44
2021 Feb,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,34
2021 Mar,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,0
2021 Apr,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,34
2021 May,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,0
2021 Jun,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,25
2021 Jul,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,0
2021 Aug,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,30
2021 Sep,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,14
2021 Oct,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,226
2021 Nov,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,116
2021 Dec,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,388
2022 Jan,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,0
2022 Feb,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,240
2022 Mar,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,114
2022 Apr,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,280
2022 May,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,269
2022 Jun,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,485
2022 Jul,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,0
2022 Aug,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,579
2022 Sep,Dire Dawa,Oxytocin - 10 Units/ml in 1ml Ampoule - Injection,10
